Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Serangoon,1988,9,1,17.8,—,—,—,—,—,—,—,—
Serangoon,1988,9,2,30.1,—,—,—,—,—,—,—,—
Serangoon,1988,9,3,0.3,—,—,—,—,—,—,—,—
Serangoon,1988,9,4,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,5,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,6,4,—,—,—,—,—,—,—,—
Serangoon,1988,9,7,1,—,—,—,—,—,—,—,—
Serangoon,1988,9,8,1,—,—,—,—,—,—,—,—
Serangoon,1988,9,9,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,10,3.8,—,—,—,—,—,—,—,—
Serangoon,1988,9,11,63.3,—,—,—,—,—,—,—,—
Serangoon,1988,9,12,1.5,—,—,—,—,—,—,—,—
Serangoon,1988,9,13,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,14,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,15,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,16,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,17,2,—,—,—,—,—,—,—,—
Serangoon,1988,9,18,10,—,—,—,—,—,—,—,—
Serangoon,1988,9,19,1,—,—,—,—,—,—,—,—
Serangoon,1988,9,20,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,21,59.6,—,—,—,—,—,—,—,—
Serangoon,1988,9,22,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,23,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,24,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,25,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,26,1.2,—,—,—,—,—,—,—,—
Serangoon,1988,9,27,3.7,—,—,—,—,—,—,—,—
Serangoon,1988,9,28,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,29,0,—,—,—,—,—,—,—,—
Serangoon,1988,9,30,0,—,—,—,—,—,—,—,—
