Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2009,5,1,0,—,—,—,28.2,34.1,25.1,3.7,19.8
Pulau Ubin,2009,5,2,16,—,—,—,28.5,32.5,25.2,4.7,24.5
Pulau Ubin,2009,5,3,4,—,—,—,28,32.2,23.6,5,39.2
Pulau Ubin,2009,5,4,18,—,—,—,27.4,30.7,24.8,4.7,24.1
Pulau Ubin,2009,5,5,6.2,—,—,—,28.7,33.2,24.1,4.7,24.5
Pulau Ubin,2009,5,6,12.2,—,—,—,28.1,32.1,22.7,5.2,45.7
Pulau Ubin,2009,5,7,0,—,—,—,28.6,33.6,23.9,4.2,42.8
Pulau Ubin,2009,5,8,23.8,—,—,—,28,32.9,24.6,3.4,23.8
Pulau Ubin,2009,5,9,1.8,—,—,—,27.9,32.1,24.4,3.7,43.6
Pulau Ubin,2009,5,10,5.2,—,—,—,27.6,32.9,23.9,3.3,28.8
Pulau Ubin,2009,5,11,2.4,—,—,—,27,31.9,25.1,3.8,28.1
Pulau Ubin,2009,5,12,0,—,—,—,28.1,32.3,25,3.3,15.1
Pulau Ubin,2009,5,13,10.6,—,—,—,28.9,33.2,25.9,3.7,19.4
Pulau Ubin,2009,5,14,0,—,—,—,28.1,32.3,24.5,3.4,36
Pulau Ubin,2009,5,15,3.2,—,—,—,27.1,32.2,25.1,3.2,20.2
Pulau Ubin,2009,5,16,0,—,—,—,27.3,32.5,24.8,3.1,23.4
Pulau Ubin,2009,5,17,0,—,—,—,28.5,33.4,25.1,3.4,16.9
Pulau Ubin,2009,5,18,7.8,—,—,—,25.7,28.8,22.1,2.7,31
Pulau Ubin,2009,5,19,0,—,—,—,28,33.1,24.3,3.4,16.9
Pulau Ubin,2009,5,20,0,—,—,—,28.9,33.6,25.7,3.1,22
Pulau Ubin,2009,5,21,1.6,—,—,—,28,33.4,24.9,3.2,21.2
Pulau Ubin,2009,5,22,0,—,—,—,29,34.5,24.7,3.3,18.4
Pulau Ubin,2009,5,23,6,—,—,—,27.6,32.9,25,3.5,28.1
Pulau Ubin,2009,5,24,0,—,—,—,28.7,33,25.2,4,20.5
Pulau Ubin,2009,5,25,0,—,—,—,29.6,33.4,27.3,4,21.2
Pulau Ubin,2009,5,26,35.4,—,—,—,26.8,31.8,23.2,3.3,31.7
Pulau Ubin,2009,5,27,0,—,—,—,28.4,33.1,24.7,3,16.2
Pulau Ubin,2009,5,28,0.8,—,—,—,28.4,33,26.3,3,21.2
Pulau Ubin,2009,5,29,0,—,—,—,28,32.3,25.7,3.3,21.2
Pulau Ubin,2009,5,30,2.8,—,—,—,28.3,32.2,24.3,3.9,40
Pulau Ubin,2009,5,31,0,—,—,—,29.2,33.6,26.4,4.3,23.8
