Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Lim Chu Kang,2011,8,1,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,2,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,3,2.2,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,4,9.2,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,5,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,6,4,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,7,16.8,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,8,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,9,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,10,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,11,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,12,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,13,0.4,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,14,67.4,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,15,23.4,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,16,0.2,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,17,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,18,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,19,0.6,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,20,5.4,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,21,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,22,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,23,0.2,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,24,0,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,25,14,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,26,0.6,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,27,3.8,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,28,3.6,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,29,19.4,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,30,0.4,—,—,—,—,—,—,—,—
Lim Chu Kang,2011,8,31,0,—,—,—,—,—,—,—,—
