Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Bukit Panjang,2000,7,1,1.1,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,2,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,3,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,4,13.8,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,5,0.1,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,6,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,7,2,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,8,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,9,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,10,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,11,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,12,0.1,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,13,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,14,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,15,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,16,10.8,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,17,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,18,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,19,1,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,20,0.3,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,21,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,22,0.5,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,23,18.4,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,24,32,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,25,71.4,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,26,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,27,3.9,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,28,0,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,29,18.2,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,30,1.5,—,—,—,—,—,—,—,—
Bukit Panjang,2000,7,31,26.8,—,—,—,—,—,—,—,—
