Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Serangoon,2011,11,1,5.4,—,—,—,—,—,—,—,—
Serangoon,2011,11,2,21.6,—,—,—,—,—,—,—,—
Serangoon,2011,11,3,1.2,—,—,—,—,—,—,—,—
Serangoon,2011,11,4,1.4,—,—,—,—,—,—,—,—
Serangoon,2011,11,5,36.6,—,—,—,—,—,—,—,—
Serangoon,2011,11,6,0,—,—,—,—,—,—,—,—
Serangoon,2011,11,7,1.4,—,—,—,—,—,—,—,—
Serangoon,2011,11,8,1.8,—,—,—,—,—,—,—,—
Serangoon,2011,11,9,0,—,—,—,—,—,—,—,—
Serangoon,2011,11,10,0.4,—,—,—,—,—,—,—,—
Serangoon,2011,11,11,38.8,—,—,—,—,—,—,—,—
Serangoon,2011,11,12,8.4,—,—,—,—,—,—,—,—
Serangoon,2011,11,13,48.4,—,—,—,—,—,—,—,—
Serangoon,2011,11,14,5.2,—,—,—,—,—,—,—,—
Serangoon,2011,11,15,0.6,—,—,—,—,—,—,—,—
Serangoon,2011,11,16,6.6,—,—,—,—,—,—,—,—
Serangoon,2011,11,17,9,—,—,—,—,—,—,—,—
Serangoon,2011,11,18,3.6,—,—,—,—,—,—,—,—
Serangoon,2011,11,19,19.2,—,—,—,—,—,—,—,—
Serangoon,2011,11,20,36.2,—,—,—,—,—,—,—,—
Serangoon,2011,11,21,4.8,—,—,—,—,—,—,—,—
Serangoon,2011,11,22,0,—,—,—,—,—,—,—,—
Serangoon,2011,11,23,9.6,—,—,—,—,—,—,—,—
Serangoon,2011,11,24,35.6,—,—,—,—,—,—,—,—
Serangoon,2011,11,25,4.2,—,—,—,—,—,—,—,—
Serangoon,2011,11,26,14.8,—,—,—,—,—,—,—,—
Serangoon,2011,11,27,0,—,—,—,—,—,—,—,—
Serangoon,2011,11,28,21.8,—,—,—,—,—,—,—,—
Serangoon,2011,11,29,44,—,—,—,—,—,—,—,—
Serangoon,2011,11,30,28.8,—,—,—,—,—,—,—,—
