Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Mandai,2017,11,1,0,0,0,0,—,—,—,—,—
Mandai,2017,11,2,0,0,0,0,—,—,—,—,—
Mandai,2017,11,3,41.8,34.8,38.2,39,—,—,—,—,—
Mandai,2017,11,4,18.6,10,10,10,—,—,—,—,—
Mandai,2017,11,5,6.4,1.6,1.6,2.8,—,—,—,—,—
Mandai,2017,11,6,44,10,13.8,18.2,—,—,—,—,—
Mandai,2017,11,7,1,0.4,0.4,0.8,—,—,—,—,—
Mandai,2017,11,8,2.6,1.4,2,2,—,—,—,—,—
Mandai,2017,11,9,20.2,7.6,9.2,15.2,—,—,—,—,—
Mandai,2017,11,10,36.4,20.2,26.2,32.6,—,—,—,—,—
Mandai,2017,11,11,18.2,11.6,14.6,16.6,—,—,—,—,—
Mandai,2017,11,12,1.2,0.4,0.6,1,—,—,—,—,—
Mandai,2017,11,13,26.2,23,25.2,25.4,—,—,—,—,—
Mandai,2017,11,14,72.8,35.2,44.6,62.6,—,—,—,—,—
Mandai,2017,11,15,0,0,0,0,—,—,—,—,—
Mandai,2017,11,16,11.4,9.2,10.6,11.4,—,—,—,—,—
Mandai,2017,11,17,42.4,24.6,32.8,33.2,—,—,—,—,—
Mandai,2017,11,18,40.6,32.6,40,40.2,—,—,—,—,—
Mandai,2017,11,19,0.4,0.4,0.4,0.4,—,—,—,—,—
Mandai,2017,11,20,13,10,12.6,12.6,—,—,—,—,—
Mandai,2017,11,21,—,—,—,—,—,—,—,—,—
Mandai,2017,11,22,0,0,0,0,—,—,—,—,—
Mandai,2017,11,23,16,7.8,10.8,15.2,—,—,—,—,—
Mandai,2017,11,24,5,3.8,4,4.2,—,—,—,—,—
Mandai,2017,11,25,0.6,0.4,0.6,0.6,—,—,—,—,—
Mandai,2017,11,26,11.4,10,10.2,10.8,—,—,—,—,—
Mandai,2017,11,27,1.2,0.4,0.8,1,—,—,—,—,—
Mandai,2017,11,28,2,0.8,0.8,0.8,—,—,—,—,—
Mandai,2017,11,29,2,1,1,1,—,—,—,—,—
Mandai,2017,11,30,0,0,0,0,—,—,—,—,—
