Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Boon Lay (West),1983,8,1,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,2,9,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,3,2,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,4,0.7,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,5,4.3,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,6,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,7,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,8,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,9,1.3,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,10,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,11,47.5,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,12,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,13,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,14,33.9,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,15,10.5,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,16,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,17,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,18,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,19,13.3,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,20,0.5,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,21,3.6,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,22,37.2,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,23,2.4,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,24,0.1,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,25,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,26,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,27,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,28,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,29,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,30,0,—,—,—,—,—,—,—,—
Boon Lay (West),1983,8,31,0,—,—,—,—,—,—,—,—
