Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pasir Ris (West),2001,10,1,2.9,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,2,15.7,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,3,5.2,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,4,0,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,5,0,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,6,0.2,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,7,4,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,8,0,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,9,0,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,10,18.5,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,11,0,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,12,0,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,13,0,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,14,14,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,15,1.6,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,16,0.1,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,17,0,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,18,0.2,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,19,0,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,20,0,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,21,61.4,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,22,2.5,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,23,18.7,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,24,1,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,25,0.2,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,26,4.8,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,27,0.1,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,28,4.2,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,29,68.5,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,30,0.4,—,—,—,—,—,—,—,—
Pasir Ris (West),2001,10,31,18.4,—,—,—,—,—,—,—,—
