Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Macritchie Reservoir,2011,6,1,35,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,2,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,3,2.4,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,4,33.2,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,5,88.4,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,6,1.4,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,7,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,8,1.2,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,9,0.4,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,10,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,11,13.6,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,12,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,13,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,14,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,15,6.8,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,16,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,17,28.2,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,18,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,19,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,20,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,21,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,22,26,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,23,0.2,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,24,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,25,3.8,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,26,4.8,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,27,4.8,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,28,0,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,29,13.2,—,—,—,—,—,—,—,—
Macritchie Reservoir,2011,6,30,25,—,—,—,—,—,—,—,—
