Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Queenstown,1982,12,1,0,—,—,—,—,—,—,—,—
Queenstown,1982,12,2,0,—,—,—,—,—,—,—,—
Queenstown,1982,12,3,0,—,—,—,—,—,—,—,—
Queenstown,1982,12,4,1,—,—,—,—,—,—,—,—
Queenstown,1982,12,5,13.9,—,—,—,—,—,—,—,—
Queenstown,1982,12,6,26.6,—,—,—,—,—,—,—,—
Queenstown,1982,12,7,1.6,—,—,—,—,—,—,—,—
Queenstown,1982,12,8,16.8,—,—,—,—,—,—,—,—
Queenstown,1982,12,9,0,—,—,—,—,—,—,—,—
Queenstown,1982,12,10,0,—,—,—,—,—,—,—,—
Queenstown,1982,12,11,1.1,—,—,—,—,—,—,—,—
Queenstown,1982,12,12,33,—,—,—,—,—,—,—,—
Queenstown,1982,12,13,0,—,—,—,—,—,—,—,—
Queenstown,1982,12,14,0.5,—,—,—,—,—,—,—,—
Queenstown,1982,12,15,1,—,—,—,—,—,—,—,—
Queenstown,1982,12,16,5.6,—,—,—,—,—,—,—,—
Queenstown,1982,12,17,0.7,—,—,—,—,—,—,—,—
Queenstown,1982,12,18,4.5,—,—,—,—,—,—,—,—
Queenstown,1982,12,19,36.1,—,—,—,—,—,—,—,—
Queenstown,1982,12,20,60.5,—,—,—,—,—,—,—,—
Queenstown,1982,12,21,64.7,—,—,—,—,—,—,—,—
Queenstown,1982,12,22,33.6,—,—,—,—,—,—,—,—
Queenstown,1982,12,23,1.5,—,—,—,—,—,—,—,—
Queenstown,1982,12,24,0,—,—,—,—,—,—,—,—
Queenstown,1982,12,25,7.8,—,—,—,—,—,—,—,—
Queenstown,1982,12,26,27.4,—,—,—,—,—,—,—,—
Queenstown,1982,12,27,2.2,—,—,—,—,—,—,—,—
Queenstown,1982,12,28,5.7,—,—,—,—,—,—,—,—
Queenstown,1982,12,29,0.1,—,—,—,—,—,—,—,—
Queenstown,1982,12,30,0.2,—,—,—,—,—,—,—,—
Queenstown,1982,12,31,5.3,—,—,—,—,—,—,—,—
