Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (West),1991,1,1,0.2,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,2,2.2,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,3,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,4,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,5,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,6,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,7,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,8,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,9,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,10,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,11,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,12,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,13,4.9,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,14,27.3,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,15,11.1,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,16,12,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,17,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,18,0.1,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,19,22.5,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,20,0.1,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,21,0.2,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,22,0,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,23,3.8,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,24,1,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,25,0.2,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,26,0.2,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,27,1.2,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,28,23.2,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,29,22.4,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,30,6.7,—,—,—,—,—,—,—,—
Choa Chu Kang (West),1991,1,31,0,—,—,—,—,—,—,—,—
