Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Upper Thomson,2011,11,1,6.6,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,2,3.8,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,3,1,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,4,0.6,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,5,41,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,6,0,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,7,0,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,8,9.2,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,9,0,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,10,0,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,11,0.2,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,12,6.2,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,13,20.6,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,14,2,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,15,0,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,16,2,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,17,0.2,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,18,0.4,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,19,0.8,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,20,6.2,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,21,17.2,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,22,0.6,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,23,25.2,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,24,60.8,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,25,2,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,26,12.6,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,27,34.8,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,28,21,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,29,7.6,—,—,—,—,—,—,—,—
Upper Thomson,2011,11,30,24.4,—,—,—,—,—,—,—,—
