Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Buona Vista,2017,5,1,0,0,0,0,—,—,—,—,—
Buona Vista,2017,5,2,8,3.4,4,7.8,—,—,—,—,—
Buona Vista,2017,5,3,0.8,0.6,0.8,0.8,—,—,—,—,—
Buona Vista,2017,5,4,17.6,9.8,17.2,17.6,—,—,—,—,—
Buona Vista,2017,5,5,0,0,0,0,—,—,—,—,—
Buona Vista,2017,5,6,24.2,15,19.6,21.2,—,—,—,—,—
Buona Vista,2017,5,7,17.8,10.8,10.8,11.6,—,—,—,—,—
Buona Vista,2017,5,8,1.4,0.8,1.4,1.4,—,—,—,—,—
Buona Vista,2017,5,9,0.2,0.2,0.2,0.2,—,—,—,—,—
Buona Vista,2017,5,10,1.6,0.6,1,1.4,—,—,—,—,—
Buona Vista,2017,5,11,0.2,0.2,0.2,0.2,—,—,—,—,—
Buona Vista,2017,5,12,42.8,15,22.8,36.4,—,—,—,—,—
Buona Vista,2017,5,13,0,0,0,0,—,—,—,—,—
Buona Vista,2017,5,14,0,0,0,0,—,—,—,—,—
Buona Vista,2017,5,15,4.4,1.2,2.2,2.2,—,—,—,—,—
Buona Vista,2017,5,16,1.2,1.2,1.2,1.2,—,—,—,—,—
Buona Vista,2017,5,17,0,0,0,0,—,—,—,—,—
Buona Vista,2017,5,18,0,0,0,0,—,—,—,—,—
Buona Vista,2017,5,19,0,0,0,0,—,—,—,—,—
Buona Vista,2017,5,20,0,0,0,0,—,—,—,—,—
Buona Vista,2017,5,21,4,1.8,3.4,4,—,—,—,—,—
Buona Vista,2017,5,22,23.2,18.6,20,20.2,—,—,—,—,—
Buona Vista,2017,5,23,0,0,0,0,—,—,—,—,—
Buona Vista,2017,5,24,32.8,12.8,19.6,27.2,—,—,—,—,—
Buona Vista,2017,5,25,0.2,0.2,0.2,0.2,—,—,—,—,—
Buona Vista,2017,5,26,24,10.6,12.2,12.6,—,—,—,—,—
Buona Vista,2017,5,27,1.2,0.8,0.8,0.8,—,—,—,—,—
Buona Vista,2017,5,28,0,0,0,0,—,—,—,—,—
Buona Vista,2017,5,29,0,0,0,0,—,—,—,—,—
Buona Vista,2017,5,30,14.4,8,9,10.4,—,—,—,—,—
Buona Vista,2017,5,31,56.6,18.2,30.8,43.4,—,—,—,—,—
