Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2019,10,1,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2019,10,2,1.8,0.8,1.4,1.6,—,—,—,—,—
Choa Chu Kang (Central),2019,10,3,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2019,10,4,1.6,0.6,0.6,0.8,—,—,—,—,—
Choa Chu Kang (Central),2019,10,5,0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (Central),2019,10,6,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2019,10,7,2.2,1.4,1.8,1.8,—,—,—,—,—
Choa Chu Kang (Central),2019,10,8,1,0.6,0.6,0.8,—,—,—,—,—
Choa Chu Kang (Central),2019,10,9,57,33.8,49,56.8,—,—,—,—,—
Choa Chu Kang (Central),2019,10,10,1,0.6,0.8,0.8,—,—,—,—,—
Choa Chu Kang (Central),2019,10,11,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2019,10,12,2.2,2.2,2.2,2.2,—,—,—,—,—
Choa Chu Kang (Central),2019,10,13,14,7,13.2,14,—,—,—,—,—
Choa Chu Kang (Central),2019,10,14,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2019,10,15,16.8,16.6,16.6,16.6,—,—,—,—,—
Choa Chu Kang (Central),2019,10,16,10.2,5,8.8,10.2,—,—,—,—,—
Choa Chu Kang (Central),2019,10,17,1,1,1,1,—,—,—,—,—
Choa Chu Kang (Central),2019,10,18,11.6,8,11,11,—,—,—,—,—
Choa Chu Kang (Central),2019,10,19,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2019,10,20,1.4,1.2,1.2,1.2,—,—,—,—,—
Choa Chu Kang (Central),2019,10,21,23.8,15.2,15.6,16.6,—,—,—,—,—
Choa Chu Kang (Central),2019,10,22,21.6,10.2,15.8,16.6,—,—,—,—,—
Choa Chu Kang (Central),2019,10,23,5.8,4.4,4.8,4.8,—,—,—,—,—
Choa Chu Kang (Central),2019,10,24,0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (Central),2019,10,25,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2019,10,26,7.4,6.2,6.4,6.8,—,—,—,—,—
Choa Chu Kang (Central),2019,10,27,2.6,0.8,1.2,1.8,—,—,—,—,—
Choa Chu Kang (Central),2019,10,28,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2019,10,29,1,0.8,0.8,0.8,—,—,—,—,—
Choa Chu Kang (Central),2019,10,30,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2019,10,31,5.6,5.6,5.6,5.6,—,—,—,—,—
