Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Boon Lay (West),1981,7,1,0,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,2,8.6,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,3,4.4,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,4,40,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,5,6.6,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,6,0.1,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,7,0,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,8,0,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,9,14.5,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,10,0,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,11,32.4,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,12,2.1,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,13,13.7,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,14,10.8,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,15,13.6,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,16,0,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,17,26.8,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,18,113.1,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,19,6.9,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,20,0,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,21,3,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,22,81,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,23,1.7,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,24,6.1,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,25,3.1,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,26,0,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,27,0,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,28,0,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,29,0,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,30,0.9,—,—,—,—,—,—,—,—
Boon Lay (West),1981,7,31,0,—,—,—,—,—,—,—,—
