Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Pier,1987,11,1,1.8,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,2,15.4,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,3,8.4,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,4,35.3,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,5,5,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,6,6.6,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,7,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,8,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,9,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,10,17.2,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,11,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,12,51.3,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,13,6.8,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,14,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,15,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,16,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,17,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,18,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,19,2.1,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,20,0.2,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,21,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,22,3.9,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,23,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,24,24.7,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,25,19.7,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,26,43.9,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,27,8.6,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,28,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,29,0,—,—,—,—,—,—,—,—
Jurong Pier,1987,11,30,64.2,—,—,—,—,—,—,—,—
