Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2012,4,1,28.4,—,—,—,29.1,32.8,26,5.6,28.8
Jurong Island,2012,4,2,4.8,—,—,—,27.1,29.5,22.3,9.4,60.1
Jurong Island,2012,4,3,14.8,—,—,—,28.2,31.2,26.3,10.1,46.8
Jurong Island,2012,4,4,0.2,—,—,—,27.8,32.2,22.6,7,50.8
Jurong Island,2012,4,5,0,—,—,—,28.7,32,26.3,8.8,29.9
Jurong Island,2012,4,6,1,—,—,—,27.2,28.9,24.9,8.9,41
Jurong Island,2012,4,7,21.2,—,—,—,26.8,30.6,24.1,5.8,37.4
Jurong Island,2012,4,8,30.6,—,—,—,27.2,30.8,22.9,4.3,43.6
Jurong Island,2012,4,9,0,—,—,—,27.9,31.4,25.4,5.4,24.5
Jurong Island,2012,4,10,0,—,—,—,27.3,31.3,25.9,5.5,30.2
Jurong Island,2012,4,11,0,—,—,—,27.4,29.7,25.2,5.7,27.4
Jurong Island,2012,4,12,7,—,—,—,27.6,30,24.2,7,33.8
Jurong Island,2012,4,13,0,—,—,—,29,32.2,26.3,9.5,27.4
Jurong Island,2012,4,14,7.2,—,—,—,27.9,32,25.5,10.3,43.6
Jurong Island,2012,4,15,0,—,—,—,28.3,31.7,25.2,5.3,22
Jurong Island,2012,4,16,0,—,—,—,28.7,31.6,27.2,9.3,26.3
Jurong Island,2012,4,17,0,—,—,—,27.5,29,26,7.5,26.3
Jurong Island,2012,4,18,0,—,—,—,29.1,31.8,27.3,11.3,30.2
Jurong Island,2012,4,19,43,—,—,—,27.7,30.2,24.1,6.8,36
Jurong Island,2012,4,20,16.4,—,—,—,29.2,32.7,26.6,6.5,21.6
Jurong Island,2012,4,21,10.6,—,—,—,27.4,29,24.4,10,47.9
Jurong Island,2012,4,22,0,—,—,—,28.6,32.2,26.7,11,30.6
Jurong Island,2012,4,23,0,—,—,—,29.2,32,27.1,7.4,25.2
Jurong Island,2012,4,24,0.8,—,—,—,27.1,29.1,26.3,7.9,39.6
Jurong Island,2012,4,25,0,—,—,—,28.8,31.8,26.8,8.7,27.4
Jurong Island,2012,4,26,4.6,—,—,—,29.2,32.5,27.7,7.9,31.7
Jurong Island,2012,4,27,0,—,—,—,29,33.2,24.4,6.1,44.3
Jurong Island,2012,4,28,0,—,—,—,29.3,32.3,26.2,5.5,27
Jurong Island,2012,4,29,6.6,—,—,—,29.5,32,28,6.5,29.2
Jurong Island,2012,4,30,2.4,—,—,—,28.4,31.7,24.4,7.7,51.1
