Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Kranji Reservoir,1998,10,1,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,2,2.6,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,3,11.2,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,4,3.4,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,5,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,6,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,7,1.3,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,8,5.2,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,9,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,10,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,11,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,12,9.4,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,13,0.2,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,14,28.5,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,15,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,16,41.6,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,17,4.5,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,18,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,19,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,20,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,21,28.1,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,22,9.2,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,23,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,24,17.3,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,25,31.6,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,26,21,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,27,0.6,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,28,6.2,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,29,0.8,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,30,0,—,—,—,—,—,—,—,—
Kranji Reservoir,1998,10,31,0.9,—,—,—,—,—,—,—,—
