Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Bukit Panjang,2017,11,1,0,0,0,0,—,—,—,—,—
Bukit Panjang,2017,11,2,0,0,0,0,—,—,—,—,—
Bukit Panjang,2017,11,3,16.2,10.6,11.6,12,—,—,—,—,—
Bukit Panjang,2017,11,4,13.2,5.4,5.4,5.6,—,—,—,—,—
Bukit Panjang,2017,11,5,4.6,2.8,2.8,2.8,—,—,—,—,—
Bukit Panjang,2017,11,6,29.6,8.8,11.4,16.4,—,—,—,—,—
Bukit Panjang,2017,11,7,0.4,0.2,0.2,0.4,—,—,—,—,—
Bukit Panjang,2017,11,8,2.8,1.6,1.6,1.8,—,—,—,—,—
Bukit Panjang,2017,11,9,19.2,9.8,12.2,15.2,—,—,—,—,—
Bukit Panjang,2017,11,10,47.4,28,41.8,44.4,—,—,—,—,—
Bukit Panjang,2017,11,11,20.8,10.8,14.6,18.4,—,—,—,—,—
Bukit Panjang,2017,11,12,1,0.8,1,1,—,—,—,—,—
Bukit Panjang,2017,11,13,3.2,2,2.8,3,—,—,—,—,—
Bukit Panjang,2017,11,14,31.2,12.2,18,24.8,—,—,—,—,—
Bukit Panjang,2017,11,15,0,0,0,0,—,—,—,—,—
Bukit Panjang,2017,11,16,25,21.8,24.6,25,—,—,—,—,—
Bukit Panjang,2017,11,17,2.4,1,1.6,1.6,—,—,—,—,—
Bukit Panjang,2017,11,18,15.2,9.8,12.8,13.2,—,—,—,—,—
Bukit Panjang,2017,11,19,0,0,0,0,—,—,—,—,—
Bukit Panjang,2017,11,20,0.2,0.2,0.2,0.2,—,—,—,—,—
Bukit Panjang,2017,11,21,6,4.8,5,6,—,—,—,—,—
Bukit Panjang,2017,11,22,0.6,0.6,0.6,0.6,—,—,—,—,—
Bukit Panjang,2017,11,23,17,10.4,13.6,16.4,—,—,—,—,—
Bukit Panjang,2017,11,24,8.2,6.2,6.6,7.2,—,—,—,—,—
Bukit Panjang,2017,11,25,9.2,7,8.2,9.2,—,—,—,—,—
Bukit Panjang,2017,11,26,21,14.2,19.8,20.6,—,—,—,—,—
Bukit Panjang,2017,11,27,1.2,0.4,0.8,1,—,—,—,—,—
Bukit Panjang,2017,11,28,3.2,1.6,2.4,2.4,—,—,—,—,—
Bukit Panjang,2017,11,29,0.8,0.2,0.4,0.4,—,—,—,—,—
Bukit Panjang,2017,11,30,0,0,0,0,—,—,—,—,—
