Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tanjong Katong,1993,4,1,0,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,2,10.3,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,3,1.2,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,4,6.4,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,5,31.3,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,6,0.3,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,7,0,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,8,6.4,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,9,23.4,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,10,1.6,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,11,13.4,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,12,0.7,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,13,22.5,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,14,3.3,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,15,1.2,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,16,0,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,17,0,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,18,0.8,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,19,0,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,20,0,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,21,27.7,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,22,6.1,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,23,64.7,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,24,0,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,25,0,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,26,0,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,27,0,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,28,0,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,29,1.7,—,—,—,—,—,—,—,—
Tanjong Katong,1993,4,30,0,—,—,—,—,—,—,—,—
