Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Lower Peirce Reservoir,2016,5,1,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,2,25,19.5,24.5,25,—,—,—,—,—
Lower Peirce Reservoir,2016,5,3,0.2,0.2,0.2,0.2,—,—,—,—,—
Lower Peirce Reservoir,2016,5,4,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,5,10.5,10.5,10.5,10.5,—,—,—,—,—
Lower Peirce Reservoir,2016,5,6,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,7,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,8,5,4.5,5,5,—,—,—,—,—
Lower Peirce Reservoir,2016,5,9,0.5,0.5,0.5,0.5,—,—,—,—,—
Lower Peirce Reservoir,2016,5,10,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,11,57.5,31,49.5,56,—,—,—,—,—
Lower Peirce Reservoir,2016,5,12,8,6.5,6.5,6.5,—,—,—,—,—
Lower Peirce Reservoir,2016,5,13,6,5.5,6,6,—,—,—,—,—
Lower Peirce Reservoir,2016,5,14,7,6,7,7,—,—,—,—,—
Lower Peirce Reservoir,2016,5,15,14.5,10,13.5,14,—,—,—,—,—
Lower Peirce Reservoir,2016,5,16,3.5,2,2,3.5,—,—,—,—,—
Lower Peirce Reservoir,2016,5,17,8,7.5,8,8,—,—,—,—,—
Lower Peirce Reservoir,2016,5,18,15.5,13,13.5,13.5,—,—,—,—,—
Lower Peirce Reservoir,2016,5,19,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,20,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,21,4.5,4,4.5,4.5,—,—,—,—,—
Lower Peirce Reservoir,2016,5,22,22,11.5,16,20.5,—,—,—,—,—
Lower Peirce Reservoir,2016,5,23,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,24,2.5,2.5,2.5,2.5,—,—,—,—,—
Lower Peirce Reservoir,2016,5,25,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,26,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,27,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,28,40,19.5,30,38.5,—,—,—,—,—
Lower Peirce Reservoir,2016,5,29,0,0,0,0,—,—,—,—,—
Lower Peirce Reservoir,2016,5,30,0.5,0.5,0.5,0.5,—,—,—,—,—
Lower Peirce Reservoir,2016,5,31,0.5,0.5,0.5,0.5,—,—,—,—,—
