Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Botanic Garden,2016,12,1,6.6,1.2,1.8,2,—,—,—,—,—
Botanic Garden,2016,12,2,4.6,2.4,3.8,4.2,—,—,—,—,—
Botanic Garden,2016,12,3,8.6,8,8.6,8.6,—,—,—,—,—
Botanic Garden,2016,12,4,0.8,0.8,0.8,0.8,—,—,—,—,—
Botanic Garden,2016,12,5,7.8,4,6,7.6,—,—,—,—,—
Botanic Garden,2016,12,6,0.6,0.4,0.4,0.4,—,—,—,—,—
Botanic Garden,2016,12,7,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,12,8,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,12,9,16,7.8,7.8,8,—,—,—,—,—
Botanic Garden,2016,12,10,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,12,11,6.2,5.8,5.8,5.8,—,—,—,—,—
Botanic Garden,2016,12,12,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,12,13,0.4,0.2,0.2,0.2,—,—,—,—,—
Botanic Garden,2016,12,14,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,12,15,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,12,16,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,12,17,4.4,3.8,4,4.4,—,—,—,—,—
Botanic Garden,2016,12,18,28.4,9.6,11,18.2,—,—,—,—,—
Botanic Garden,2016,12,19,1.6,1,1.2,1.2,—,—,—,—,—
Botanic Garden,2016,12,20,0.2,0.2,0.2,0.2,—,—,—,—,—
Botanic Garden,2016,12,21,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,12,22,23.6,12.4,19.8,21.2,—,—,—,—,—
Botanic Garden,2016,12,23,15,10,12.8,14.2,—,—,—,—,—
Botanic Garden,2016,12,24,48.4,36.4,43,46,—,—,—,—,—
Botanic Garden,2016,12,25,6.2,2.8,4.2,5.6,—,—,—,—,—
Botanic Garden,2016,12,26,0.2,0.2,0.2,0.2,—,—,—,—,—
Botanic Garden,2016,12,27,3.8,3,3.6,3.8,—,—,—,—,—
Botanic Garden,2016,12,28,2.6,0.6,0.8,1.2,—,—,—,—,—
Botanic Garden,2016,12,29,0,0,0,0,—,—,—,—,—
Botanic Garden,2016,12,30,16.4,14.8,14.8,15.8,—,—,—,—,—
Botanic Garden,2016,12,31,0,0,0,0,—,—,—,—,—
