Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Yishun,2017,2,1,0,0,0,0,—,—,—,—,—
Yishun,2017,2,2,2,1.6,2,2,—,—,—,—,—
Yishun,2017,2,3,69,29.4,51,68.2,—,—,—,—,—
Yishun,2017,2,4,32.2,21,21.2,32,—,—,—,—,—
Yishun,2017,2,5,0.2,0.2,0.2,0.2,—,—,—,—,—
Yishun,2017,2,6,0,0,0,0,—,—,—,—,—
Yishun,2017,2,7,22.6,9.4,11.2,14.8,—,—,—,—,—
Yishun,2017,2,8,16.6,15.8,16.4,16.6,—,—,—,—,—
Yishun,2017,2,9,0,0,0,0,—,—,—,—,—
Yishun,2017,2,10,0,0,0,0,—,—,—,—,—
Yishun,2017,2,11,0,0,0,0,—,—,—,—,—
Yishun,2017,2,12,3.8,1.4,1.6,2.8,—,—,—,—,—
Yishun,2017,2,13,6.6,3,3,3,—,—,—,—,—
Yishun,2017,2,14,2.4,0.6,0.6,0.8,—,—,—,—,—
Yishun,2017,2,15,7.4,3,3,3.2,—,—,—,—,—
Yishun,2017,2,16,0,0,0,0,—,—,—,—,—
Yishun,2017,2,17,0,0,0,0,—,—,—,—,—
Yishun,2017,2,18,0,0,0,0,—,—,—,—,—
Yishun,2017,2,19,0,0,0,0,—,—,—,—,—
Yishun,2017,2,20,0,0,0,0,—,—,—,—,—
Yishun,2017,2,21,3.4,2.6,2.6,2.6,—,—,—,—,—
Yishun,2017,2,22,0,0,0,0,—,—,—,—,—
Yishun,2017,2,23,28.4,17.8,25.2,28.4,—,—,—,—,—
Yishun,2017,2,24,15.2,4.4,7,8.8,—,—,—,—,—
Yishun,2017,2,25,2,1.6,1.8,2,—,—,—,—,—
Yishun,2017,2,26,0,0,0,0,—,—,—,—,—
Yishun,2017,2,27,0,0,0,0,—,—,—,—,—
Yishun,2017,2,28,8.2,6.8,7.4,7.6,—,—,—,—,—
