Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Lim Chu Kang,2016,5,1,0.2,0.2,0.2,0.2,—,—,—,—,—
Lim Chu Kang,2016,5,2,18.8,15.4,18.2,18.6,—,—,—,—,—
Lim Chu Kang,2016,5,3,10.8,6.8,10.8,10.8,—,—,—,—,—
Lim Chu Kang,2016,5,4,0.2,0.2,0.2,0.2,—,—,—,—,—
Lim Chu Kang,2016,5,5,27.4,20.8,27.2,27.4,—,—,—,—,—
Lim Chu Kang,2016,5,6,34,28.2,34,34,—,—,—,—,—
Lim Chu Kang,2016,5,7,7.6,6.4,6.8,7.2,—,—,—,—,—
Lim Chu Kang,2016,5,8,0,0,0,0,—,—,—,—,—
Lim Chu Kang,2016,5,9,0,0,0,0,—,—,—,—,—
Lim Chu Kang,2016,5,10,0,0,0,0,—,—,—,—,—
Lim Chu Kang,2016,5,11,1.6,0.8,1.4,1.6,—,—,—,—,—
Lim Chu Kang,2016,5,12,4.8,3.8,4,4,—,—,—,—,—
Lim Chu Kang,2016,5,13,0.2,0.2,0.2,0.2,—,—,—,—,—
Lim Chu Kang,2016,5,14,20.4,10.6,13.4,18.2,—,—,—,—,—
Lim Chu Kang,2016,5,15,7.4,5,6.2,7.4,—,—,—,—,—
Lim Chu Kang,2016,5,16,1.2,0.8,1.2,1.2,—,—,—,—,—
Lim Chu Kang,2016,5,17,0.2,0.2,0.2,0.2,—,—,—,—,—
Lim Chu Kang,2016,5,18,26.4,17.4,18.2,18.4,—,—,—,—,—
Lim Chu Kang,2016,5,19,0.4,0.2,0.2,0.2,—,—,—,—,—
Lim Chu Kang,2016,5,20,0,0,0,0,—,—,—,—,—
Lim Chu Kang,2016,5,21,4,3.4,3.8,3.8,—,—,—,—,—
Lim Chu Kang,2016,5,22,19.2,12.8,14.6,18,—,—,—,—,—
Lim Chu Kang,2016,5,23,0.2,0.2,0.2,0.2,—,—,—,—,—
Lim Chu Kang,2016,5,24,5.4,4.8,5.4,5.4,—,—,—,—,—
Lim Chu Kang,2016,5,25,1.6,1.6,1.6,1.6,—,—,—,—,—
Lim Chu Kang,2016,5,26,0.2,0.2,0.2,0.2,—,—,—,—,—
Lim Chu Kang,2016,5,27,0,0,0,0,—,—,—,—,—
Lim Chu Kang,2016,5,28,14.2,5,7.8,9.8,—,—,—,—,—
Lim Chu Kang,2016,5,29,0,0,0,0,—,—,—,—,—
Lim Chu Kang,2016,5,30,0.4,0.2,0.2,0.4,—,—,—,—,—
Lim Chu Kang,2016,5,31,0,0,0,0,—,—,—,—,—
