Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ulu Pandan,2012,4,1,92.6,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,2,2.6,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,3,44.6,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,4,1.4,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,5,0.8,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,6,4,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,7,26.6,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,8,52.2,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,9,0.2,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,10,3.6,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,11,0,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,12,1.2,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,13,0,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,14,94.4,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,15,0,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,16,0.2,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,17,0.4,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,18,0,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,19,32.8,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,20,34.2,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,21,16,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,22,0,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,23,0,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,24,0.2,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,25,1.4,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,26,3.4,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,27,18.8,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,28,21.4,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,29,0.2,—,—,—,—,—,—,—,—
Ulu Pandan,2012,4,30,0.2,—,—,—,—,—,—,—,—
