Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Whampoa,2017,5,1,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,2,5.2,3.6,4,4,—,—,—,—,—
Whampoa,2017,5,3,0.8,0.8,0.8,0.8,—,—,—,—,—
Whampoa,2017,5,4,0.4,0.4,0.4,0.4,—,—,—,—,—
Whampoa,2017,5,5,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,6,2,2,2,2,—,—,—,—,—
Whampoa,2017,5,7,8.8,5.8,8.6,8.8,—,—,—,—,—
Whampoa,2017,5,8,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,9,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,10,2.2,0.8,1.4,1.8,—,—,—,—,—
Whampoa,2017,5,11,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,12,25.2,13.8,18,21.2,—,—,—,—,—
Whampoa,2017,5,13,0.4,0.4,0.4,0.4,—,—,—,—,—
Whampoa,2017,5,14,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,15,15,10.2,12.6,13.4,—,—,—,—,—
Whampoa,2017,5,16,5.2,4.4,4.8,5,—,—,—,—,—
Whampoa,2017,5,17,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,18,2,1.8,2,2,—,—,—,—,—
Whampoa,2017,5,19,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,20,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,21,6.2,3,3.8,6,—,—,—,—,—
Whampoa,2017,5,22,20.6,17.4,20.6,20.6,—,—,—,—,—
Whampoa,2017,5,23,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,24,30.2,14.4,23.4,26,—,—,—,—,—
Whampoa,2017,5,25,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,26,24.4,9.4,12.4,13.6,—,—,—,—,—
Whampoa,2017,5,27,1,1,1,1,—,—,—,—,—
Whampoa,2017,5,28,0,0,0,0,—,—,—,—,—
Whampoa,2017,5,29,0.2,0.2,0.2,0.2,—,—,—,—,—
Whampoa,2017,5,30,27.4,13.4,18.6,20,—,—,—,—,—
Whampoa,2017,5,31,15.4,5.6,8.8,13.6,—,—,—,—,—
