Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Punggol,2016,9,1,7.4,4.4,5.2,7,—,—,—,—,—
Punggol,2016,9,2,0.2,0.2,0.2,0.2,—,—,—,—,—
Punggol,2016,9,3,0,0,0,0,—,—,—,—,—
Punggol,2016,9,4,1.6,1.4,1.6,1.6,—,—,—,—,—
Punggol,2016,9,5,0,0,0,0,—,—,—,—,—
Punggol,2016,9,6,0,0,0,0,—,—,—,—,—
Punggol,2016,9,7,7,6.4,7,7,—,—,—,—,—
Punggol,2016,9,8,0,0,0,0,—,—,—,—,—
Punggol,2016,9,9,26.8,26.6,26.8,26.8,—,—,—,—,—
Punggol,2016,9,10,1.2,1,1.2,1.2,—,—,—,—,—
Punggol,2016,9,11,0,0,0,0,—,—,—,—,—
Punggol,2016,9,12,18.6,11,14.4,17,—,—,—,—,—
Punggol,2016,9,13,0,0,0,0,—,—,—,—,—
Punggol,2016,9,14,35.4,20,27.8,28.2,—,—,—,—,—
Punggol,2016,9,15,0,0,0,0,—,—,—,—,—
Punggol,2016,9,16,6,2.8,4.6,5.6,—,—,—,—,—
Punggol,2016,9,17,0,0,0,0,—,—,—,—,—
Punggol,2016,9,18,15.6,10.6,15.4,15.4,—,—,—,—,—
Punggol,2016,9,19,3.2,1.2,1.6,2.4,—,—,—,—,—
Punggol,2016,9,20,1,0.8,0.8,0.8,—,—,—,—,—
Punggol,2016,9,21,6,4,4.2,5.2,—,—,—,—,—
Punggol,2016,9,22,0,0,0,0,—,—,—,—,—
Punggol,2016,9,23,0,0,0,0,—,—,—,—,—
Punggol,2016,9,24,0,0,0,0,—,—,—,—,—
Punggol,2016,9,25,1,1,1,1,—,—,—,—,—
Punggol,2016,9,26,0,0,0,0,—,—,—,—,—
Punggol,2016,9,27,0,0,0,0,—,—,—,—,—
Punggol,2016,9,28,0,0,0,0,—,—,—,—,—
Punggol,2016,9,29,0,0,0,0,—,—,—,—,—
Punggol,2016,9,30,12.6,7.6,12,12.6,—,—,—,—,—
