Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Botanic Garden,2019,11,1,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,2,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,3,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,4,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,5,8,8,8,8,—,—,—,—,—
Botanic Garden,2019,11,6,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,7,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,8,11,5.8,7,10.2,—,—,—,—,—
Botanic Garden,2019,11,9,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,10,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,11,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,12,15.6,15.2,15.6,15.6,—,—,—,—,—
Botanic Garden,2019,11,13,0.2,0.2,0.2,0.2,—,—,—,—,—
Botanic Garden,2019,11,14,0.8,0.8,0.8,0.8,—,—,—,—,—
Botanic Garden,2019,11,15,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,16,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,17,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,18,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,19,10.4,10.4,10.4,10.4,—,—,—,—,—
Botanic Garden,2019,11,20,50.6,31,47.4,48.8,—,—,—,—,—
Botanic Garden,2019,11,21,0.6,0.2,0.4,0.4,—,—,—,—,—
Botanic Garden,2019,11,22,0.2,0.2,0.2,0.2,—,—,—,—,—
Botanic Garden,2019,11,23,1.4,0.8,0.8,0.8,—,—,—,—,—
Botanic Garden,2019,11,24,4.4,3.2,4.2,4.2,—,—,—,—,—
Botanic Garden,2019,11,25,3,3,3,3,—,—,—,—,—
Botanic Garden,2019,11,26,0.2,0.2,0.2,0.2,—,—,—,—,—
Botanic Garden,2019,11,27,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,11,28,0.8,0.6,0.6,0.6,—,—,—,—,—
Botanic Garden,2019,11,29,75,26.2,35.6,56.2,—,—,—,—,—
Botanic Garden,2019,11,30,0.6,0.4,0.4,0.4,—,—,—,—,—
