Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (West),2016,10,1,0.4,0.4,0.4,0.4,—,—,—,—,—
Choa Chu Kang (West),2016,10,2,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2016,10,3,4.4,2.8,3.8,4.2,—,—,—,—,—
Choa Chu Kang (West),2016,10,4,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2016,10,5,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2016,10,6,0.6,0.4,0.4,0.4,—,—,—,—,—
Choa Chu Kang (West),2016,10,7,33.8,8.8,11.2,17.2,—,—,—,—,—
Choa Chu Kang (West),2016,10,8,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2016,10,9,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2016,10,10,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2016,10,11,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2016,10,12,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2016,10,13,1.8,1.8,1.8,1.8,—,—,—,—,—
Choa Chu Kang (West),2016,10,14,19,12.6,14,14,—,—,—,—,—
Choa Chu Kang (West),2016,10,15,0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (West),2016,10,16,5.6,3.6,3.8,4,—,—,—,—,—
Choa Chu Kang (West),2016,10,17,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2016,10,18,20.4,20.2,20.2,20.4,—,—,—,—,—
Choa Chu Kang (West),2016,10,19,17.8,8.8,14.4,16.6,—,—,—,—,—
Choa Chu Kang (West),2016,10,20,0,0,0,0,—,—,—,—,—
Choa Chu Kang (West),2016,10,21,18,16.6,18,18,—,—,—,—,—
Choa Chu Kang (West),2016,10,22,0.8,0.8,0.8,0.8,—,—,—,—,—
Choa Chu Kang (West),2016,10,23,0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (West),2016,10,24,4.6,3.4,3.4,3.4,—,—,—,—,—
Choa Chu Kang (West),2016,10,25,42.4,23,35.4,38.2,—,—,—,—,—
Choa Chu Kang (West),2016,10,26,1.8,0.8,1.2,1.6,—,—,—,—,—
Choa Chu Kang (West),2016,10,27,14,10.4,13.4,13.6,—,—,—,—,—
Choa Chu Kang (West),2016,10,28,10.6,7.6,9.6,10.4,—,—,—,—,—
Choa Chu Kang (West),2016,10,29,6.6,3.8,5.2,6.6,—,—,—,—,—
Choa Chu Kang (West),2016,10,30,1,0.6,0.6,0.8,—,—,—,—,—
Choa Chu Kang (West),2016,10,31,1,1,1,1,—,—,—,—,—
