Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Dhoby Ghaut,2016,2,1,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,2,3.2,2.6,3,3.2,—,—,—,—,—
Dhoby Ghaut,2016,2,3,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,4,8.4,6.6,7,7,—,—,—,—,—
Dhoby Ghaut,2016,2,5,40.2,21.2,36.8,40,—,—,—,—,—
Dhoby Ghaut,2016,2,6,9.4,3,3.4,3.4,—,—,—,—,—
Dhoby Ghaut,2016,2,7,26,17.2,19.8,20.6,—,—,—,—,—
Dhoby Ghaut,2016,2,8,0.2,0.2,0.2,0.2,—,—,—,—,—
Dhoby Ghaut,2016,2,9,0.2,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,10,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,11,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,12,15.6,15,15.2,15.4,—,—,—,—,—
Dhoby Ghaut,2016,2,13,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,14,0.2,0.2,0.2,0.2,—,—,—,—,—
Dhoby Ghaut,2016,2,15,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,16,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,17,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,18,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,19,87.2,20.4,26,36.6,—,—,—,—,—
Dhoby Ghaut,2016,2,20,7,3.2,3.8,6,—,—,—,—,—
Dhoby Ghaut,2016,2,21,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,22,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,23,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,24,9.6,2.8,2.8,4.8,—,—,—,—,—
Dhoby Ghaut,2016,2,25,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,26,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,27,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,28,0,0,0,0,—,—,—,—,—
Dhoby Ghaut,2016,2,29,0,0,0,0,—,—,—,—,—
