Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Botanic Garden,2019,3,1,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,2,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,3,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,4,0.8,0.8,0.8,0.8,—,—,—,—,—
Botanic Garden,2019,3,5,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,6,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,7,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,8,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,9,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,10,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,11,14.6,9,14,14.2,—,—,—,—,—
Botanic Garden,2019,3,12,0.4,0.2,0.4,0.4,—,—,—,—,—
Botanic Garden,2019,3,13,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,14,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,15,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,16,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,17,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,18,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,19,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,20,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,21,42.6,24,30.6,37.8,—,—,—,—,—
Botanic Garden,2019,3,22,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,23,6.6,6.6,6.6,6.6,—,—,—,—,—
Botanic Garden,2019,3,24,1.4,1,1.2,1.4,—,—,—,—,—
Botanic Garden,2019,3,25,8.2,7.2,7.4,7.6,—,—,—,—,—
Botanic Garden,2019,3,26,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,27,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,28,1,1,1,1,—,—,—,—,—
Botanic Garden,2019,3,29,0,0,0,0,—,—,—,—,—
Botanic Garden,2019,3,30,2.6,2.6,2.6,2.6,—,—,—,—,—
Botanic Garden,2019,3,31,0,0,0,0,—,—,—,—,—
