Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Punggol,2018,10,1,0,0,0,0,—,—,—,—,—
Punggol,2018,10,2,0,0,0,0,—,—,—,—,—
Punggol,2018,10,3,0,0,0,0,—,—,—,—,—
Punggol,2018,10,4,0,0,0,0,—,—,—,—,—
Punggol,2018,10,5,0,0,0,0,—,—,—,—,—
Punggol,2018,10,6,9.6,8,9.2,9.4,—,—,—,—,—
Punggol,2018,10,7,6.8,3.4,3.4,6.6,—,—,—,—,—
Punggol,2018,10,8,5.8,5.6,5.6,5.8,—,—,—,—,—
Punggol,2018,10,9,42.2,20.4,28.6,35.6,—,—,—,—,—
Punggol,2018,10,10,64,20.2,31.2,48.4,—,—,—,—,—
Punggol,2018,10,11,1.2,1,1.2,1.2,—,—,—,—,—
Punggol,2018,10,12,21.6,13.4,16.2,18.6,—,—,—,—,—
Punggol,2018,10,13,0.8,0.2,0.2,0.4,—,—,—,—,—
Punggol,2018,10,14,8.6,2.2,3.8,6,—,—,—,—,—
Punggol,2018,10,15,0.4,0.2,0.2,0.2,—,—,—,—,—
Punggol,2018,10,16,0,0,0,0,—,—,—,—,—
Punggol,2018,10,17,10.8,9.8,10.8,10.8,—,—,—,—,—
Punggol,2018,10,18,18,11.8,17.4,18,—,—,—,—,—
Punggol,2018,10,19,10.4,6.6,8.6,10.4,—,—,—,—,—
Punggol,2018,10,20,0.2,0.2,0.2,0.2,—,—,—,—,—
Punggol,2018,10,21,0,0,0,0,—,—,—,—,—
Punggol,2018,10,22,0,0,0,0,—,—,—,—,—
Punggol,2018,10,23,62.2,45.4,59.4,62,—,—,—,—,—
Punggol,2018,10,24,0,0,0,0,—,—,—,—,—
Punggol,2018,10,25,12.2,12,12.2,12.2,—,—,—,—,—
Punggol,2018,10,26,0,0,0,0,—,—,—,—,—
Punggol,2018,10,27,0.2,0.2,0.2,0.2,—,—,—,—,—
Punggol,2018,10,28,32.2,27,30.8,31.4,—,—,—,—,—
Punggol,2018,10,29,24.2,22.8,24,24.2,—,—,—,—,—
Punggol,2018,10,30,7.4,6.8,7,7,—,—,—,—,—
Punggol,2018,10,31,0,0,0,0,—,—,—,—,—
