Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marine Parade,2013,2,1,0,—,—,—,—,—,—,—,—
Marine Parade,2013,2,2,0,—,—,—,—,—,—,—,—
Marine Parade,2013,2,3,26.2,—,—,—,—,—,—,—,—
Marine Parade,2013,2,4,0.6,—,—,—,—,—,—,—,—
Marine Parade,2013,2,5,12.2,—,—,—,—,—,—,—,—
Marine Parade,2013,2,6,3.4,—,—,—,—,—,—,—,—
Marine Parade,2013,2,7,0,—,—,—,—,—,—,—,—
Marine Parade,2013,2,8,43.8,—,—,—,—,—,—,—,—
Marine Parade,2013,2,9,3,—,—,—,—,—,—,—,—
Marine Parade,2013,2,10,51,—,—,—,—,—,—,—,—
Marine Parade,2013,2,11,13.4,—,—,—,—,—,—,—,—
Marine Parade,2013,2,12,3,—,—,—,—,—,—,—,—
Marine Parade,2013,2,13,7.8,—,—,—,—,—,—,—,—
Marine Parade,2013,2,14,43,—,—,—,—,—,—,—,—
Marine Parade,2013,2,15,2.6,—,—,—,—,—,—,—,—
Marine Parade,2013,2,16,1.2,—,—,—,—,—,—,—,—
Marine Parade,2013,2,17,0,—,—,—,—,—,—,—,—
Marine Parade,2013,2,18,9.6,—,—,—,—,—,—,—,—
Marine Parade,2013,2,19,0,—,—,—,—,—,—,—,—
Marine Parade,2013,2,20,0,—,—,—,—,—,—,—,—
Marine Parade,2013,2,21,11.6,—,—,—,—,—,—,—,—
Marine Parade,2013,2,22,0,—,—,—,—,—,—,—,—
Marine Parade,2013,2,23,0,—,—,—,—,—,—,—,—
Marine Parade,2013,2,24,0,—,—,—,—,—,—,—,—
Marine Parade,2013,2,25,13.2,—,—,—,—,—,—,—,—
Marine Parade,2013,2,26,14.6,—,—,—,—,—,—,—,—
Marine Parade,2013,2,27,6.8,—,—,—,—,—,—,—,—
Marine Parade,2013,2,28,0,—,—,—,—,—,—,—,—
