Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2018,5,1,28,25.2,26,26,—,—,—,—,—
Choa Chu Kang (Central),2018,5,2,9.2,9,9.2,9.2,—,—,—,—,—
Choa Chu Kang (Central),2018,5,3,14.2,12.4,14.2,14.2,—,—,—,—,—
Choa Chu Kang (Central),2018,5,4,9.6,9,9.2,9.4,—,—,—,—,—
Choa Chu Kang (Central),2018,5,5,1.4,1.2,1.2,1.2,—,—,—,—,—
Choa Chu Kang (Central),2018,5,6,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2018,5,7,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2018,5,8,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2018,5,9,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2018,5,10,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2018,5,11,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2018,5,12,0.4,0.4,0.4,0.4,—,—,—,—,—
Choa Chu Kang (Central),2018,5,13,5.6,3.2,3.4,3.6,—,—,—,—,—
Choa Chu Kang (Central),2018,5,14,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2018,5,15,7,5.6,6.8,7,—,—,—,—,—
Choa Chu Kang (Central),2018,5,16,34,18.8,21.8,26,—,—,—,—,—
Choa Chu Kang (Central),2018,5,17,3.8,3.4,3.6,3.8,—,—,—,—,—
Choa Chu Kang (Central),2018,5,18,81.2,42.2,69.4,81,—,—,—,—,—
Choa Chu Kang (Central),2018,5,19,17.8,17.6,17.8,17.8,—,—,—,—,—
Choa Chu Kang (Central),2018,5,20,1.4,0.8,1.2,1.4,—,—,—,—,—
Choa Chu Kang (Central),2018,5,21,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2018,5,22,3.2,3.2,3.2,3.2,—,—,—,—,—
Choa Chu Kang (Central),2018,5,23,8.4,6.4,6.6,7.4,—,—,—,—,—
Choa Chu Kang (Central),2018,5,24,0.8,0.2,0.4,0.6,—,—,—,—,—
Choa Chu Kang (Central),2018,5,25,0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (Central),2018,5,26,15,10.8,13.8,14.6,—,—,—,—,—
Choa Chu Kang (Central),2018,5,27,0.4,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang (Central),2018,5,28,7.6,3.4,4.2,6.6,—,—,—,—,—
Choa Chu Kang (Central),2018,5,29,11,10.8,11,11,—,—,—,—,—
Choa Chu Kang (Central),2018,5,30,0,0,0,0,—,—,—,—,—
Choa Chu Kang (Central),2018,5,31,0,0,0,0,—,—,—,—,—
