Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
ROXY SQUARE,50 East Coast Road  #03-18 ,28,Strata,512000,18286,1699,28-DEC-2010,Retail,9999 Yrs From 01/01/1980,Resale,15,42,428769,Central Region,Marine Parade
ROXY SQUARE,50 East Coast Road  #01-120 ,15,Strata,320000,21333,1982,29-DEC-2010,Retail,9999 Yrs From 01/01/1980,Resale,15,42,428769,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-23/24 ,46,Strata,679259,14767,1372,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-31 ,35,Strata,530479,15157,1408,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-34 ,36,Strata,569187,15811,1469,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-31 ,34,Strata,535747,15757,1464,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-41 ,36,Strata,536426,14901,1384,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-01 ,35,Strata,507466,14499,1347,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-18 ,30,Strata,618838,20628,1916,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-24/25 ,42,Strata,800613,19062,1771,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-36 ,14,Strata,318143,22725,2111,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-22/23 ,29,Strata,603003,20793,1932,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-16 ,35,Strata,553492,15814,1469,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-15 ,30,Strata,613619,20454,1900,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-14 ,30,Strata,587524,19584,1819,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-34/35 ,40,Strata,633163,15829,1471,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-02 ,35,Strata,507466,14499,1347,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-28 ,36,Strata,569187,15811,1469,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-27 ,40,Strata,790198,19755,1835,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-36 ,22,Strata,371086,16868,1567,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-13 ,35,Strata,530479,15157,1408,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-37 ,43,Strata,586887,13649,1268,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-23/24 ,33,Strata,520112,15761,1464,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-39 ,40,Strata,755405,18885,1754,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-28 ,40,Strata,790198,19755,1835,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-10 ,30,Strata,587524,19584,1819,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-25/26 ,39,Strata,617456,15832,1471,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-12 ,30,Strata,587524,19584,1819,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-05 ,30,Strata,587524,19584,1819,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-09 ,24,Strata,407325,16972,1577,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-09 ,30,Strata,613619,20454,1900,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-32 ,35,Strata,530479,15157,1408,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-30 ,40,Strata,755405,18885,1754,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-06/07 ,92,Strata,1419009,15424,1433,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-33 ,35,Strata,530479,15157,1408,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-08 ,35,Strata,553492,15814,1469,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-06 ,30,Strata,587524,19584,1819,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-04 ,35,Strata,507466,14499,1347,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-10 ,24,Strata,407325,16972,1577,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-29 ,12,Strata,219837,18320,1702,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-33 ,40,Strata,755405,18885,1754,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-09 ,35,Strata,553492,15814,1469,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-27 ,34,Strata,559966,16470,1530,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-30 ,35,Strata,530479,15157,1408,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-26 ,29,Strata,466569,16089,1495,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-17 ,24,Strata,407325,16972,1577,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-25 ,10,Strata,183071,18307,1701,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-13 ,30,Strata,587524,19584,1819,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-04 ,16,Strata,338271,21142,1964,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-12 ,35,Strata,530479,15157,1408,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-17 ,35,Strata,553492,15814,1469,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-19 ,30,Strata,613619,20454,1900,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-20/21 ,44,Strata,884414,20100,1867,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-29 ,26,Strata,499890,19227,1786,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-29 ,49,Strata,789614,16115,1497,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-03 ,35,Strata,507466,14499,1347,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-34 ,40,Strata,755405,18885,1754,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-16 ,24,Strata,407325,16972,1577,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-17 ,30,Strata,613619,20454,1900,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-20 ,24,Strata,390230,16260,1511,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-35 ,29,Strata,587868,20271,1883,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-30 ,34,Strata,535747,15757,1464,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-39 ,34,Strata,493086,14503,1347,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-26 ,40,Strata,790198,19755,1835,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-07 ,30,Strata,613619,20454,1900,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
N.A.,331 Joo Chiat Road ,84,Land,1180000,14081,1308,08-SEP-2010,Shop House,Freehold,Resale,15,42,427587,Central Region,Marine Parade
ROXY SQUARE,50 East Coast Road  #02-69 ,25,Strata,370000,14800,1375,14-SEP-2010,Retail,9999 Yrs From 01/01/1980,Resale,15,42,428769,Central Region,Marine Parade
N.A.,261 Joo Chiat Road ,131,Strata,1080000,8244,766,21-SEP-2010,Shop House,Freehold,Resale,15,42,427515,Central Region,Geylang
TRISTAR COMPLEX,970 Geylang Road  #01-05 ,48,Strata,605000,12604,1171,21-SEP-2010,Retail,99 Yrs From 01/11/1994,Resale,15,42,423492,Central Region,Geylang
N.A.,357/357A/359 ETC Joo Chiat Road ,283,Land,5250000,18564,1725,01-OCT-2010,Shop House,Freehold,Resale,15,42,427602,Central Region,Marine Parade
ROXY SQUARE,50 East Coast Road  #02-21 ,34,Strata,490000,14412,1339,05-OCT-2010,Retail,9999 Yrs From 01/01/1980,Resale,15,42,428769,Central Region,Marine Parade
N.A.,72 Carpmael Road ,64,Land,980000,15289,1420,05-OCT-2010,Shop House,Freehold,Resale,15,42,429808,Central Region,Geylang
KATONG SHOPPING CENTRE,865 Mountbatten Road  #B1-52 ,19,Strata,420000,22105,2054,08-OCT-2010,Retail,Freehold,Resale,15,43,437844,Central Region,Marine Parade
ROXY SQUARE,50 East Coast Road  #03-01 ,1028,Strata,9300000,9047,840,12-OCT-2010,Retail,9999 Yrs From 01/01/1980,Resale,15,42,428769,Central Region,Marine Parade
SIGLAP V,2 First Street  #01-04/05/06/ETC ,940,Strata,21248750,22605,2100,15-OCT-2010,Retail,Freehold,New Sale,15,45,458278,East Region,Bedok
N.A.,290K/290L/290M Joo Chiat Road ,149,Land,2200000,14775,1373,28-OCT-2010,Shop House,Freehold,Resale,15,42,427542,Central Region,Geylang
ROXY SQUARE,50 East Coast Road  #01-104 ,41,Strata,600000,14634,1360,04-NOV-2010,Retail,9999 Yrs From 01/01/1980,Resale,15,42,428769,Central Region,Marine Parade
ROXY SQUARE,50 East Coast Road  #01-105 ,41,Strata,600000,14634,1360,04-NOV-2010,Retail,9999 Yrs From 01/01/1980,Resale,15,42,428769,Central Region,Marine Parade
N.A.,90 Joo Chiat Road ,95,Land,2300000,24313,2259,11-NOV-2010,Shop House,Freehold,Resale,15,42,427384,Central Region,Geylang
COSTA RHU,7 Rhu Cross  #B1-03 ,55,Strata,625000,11364,1056,15-NOV-2010,Retail,99 Yrs From 30/05/1994,Resale,15,43,437435,Central Region,Kallang
KATONG PLAZA,1 Brooke Road  #B1-K1 ,15,Strata,215000,14333,1332,15-NOV-2010,Retail,9999 Yrs From 01/01/1980,Resale,15,42,429979,Central Region,Marine Parade
N.A.,95 East Coast Road ,105,Land,2663551,25295,2350,18-NOV-2010,Shop House,Freehold,Resale,15,42,428793,Central Region,Marine Parade
N.A.,222/222A Tanjong Katong Road ,150,Land,2500000,16656,1547,24-NOV-2010,Shop House,Freehold,Resale,15,43,437013,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-19 ,35,Strata,553492,15814,1469,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-08 ,24,Strata,407325,16972,1577,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-38 ,19,Strata,300477,15815,1469,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-16 ,30,Strata,613619,20454,1900,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-28 ,34,Strata,559966,16470,1530,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #03-42 ,35,Strata,521274,14894,1384,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #02-32 ,34,Strata,535747,15757,1464,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-40 ,40,Strata,755405,18885,1754,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-32 ,40,Strata,755405,18885,1754,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
PARAMOUNT SHOPPING CENTRE,30 East Coast Road  #01-37/38 ,53,Strata,954726,18014,1674,25-NOV-2010,Retail,Freehold,Resale,15,42,428751,Central Region,Marine Parade
TRISTAR COMPLEX,970 Geylang Road  #01-06 ,44,Strata,500000,11364,1056,08-JUN-2010,Retail,99 Yrs From 01/11/1994,Resale,15,42,423492,Central Region,Geylang
KATONG SHOPPING CENTRE,865 Mountbatten Road  #02-67 ,33,Strata,650000,19697,1830,15-JUN-2010,Retail,Freehold,Resale,15,43,437844,Central Region,Marine Parade
SUITES@ KATONG,263 Tanjong Katong Road  #01-05 ,32,Strata,815000,25469,2366,17-JUN-2010,Retail,Freehold,New Sale,15,43,437050,Central Region,Marine Parade
N.A.,32/32A Haig Road ,163,Land,1880000,11562,1074,24-JUN-2010,Shop House,Freehold,Resale,15,43,438738,Central Region,Geylang
FRANKEL ESTATE,713/713A East Coast Road ,233,Land,3700000,15887,1476,30-JUN-2010,Shop House,Freehold,Resale,15,45,459066,East Region,Bedok
N.A.,253 Joo Chiat Road ,135,Strata,830000,6148,571,13-JUL-2010,Shop House,Freehold,Resale,15,42,427507,Central Region,Geylang
FRANKEL ESTATE,95/95A Frankel Avenue ,213,Land,2500000,11721,1089,15-JUL-2010,Shop House,Freehold,Resale,15,45,458221,East Region,Bedok
N.A.,276 Joo Chiat Road ,84,Strata,990000,11786,1095,19-JUL-2010,Shop House,Freehold,Resale,15,42,427530,Central Region,Geylang
BENG TONG MANSION,243 Tanjong Katong Road ,107,Strata,1350000,12617,1172,20-JUL-2010,Shop House,Freehold,Resale,15,43,437031,Central Region,Marine Parade
N.A.,231/231A/231B East Coast Road ,177,Land,2800000,15828,1470,03-AUG-2010,Shop House,Freehold,Resale,15,42,428927,Central Region,Marine Parade
ROXY SQUARE,50 East Coast Road  #01-35 ,23,Strata,377000,16391,1523,04-AUG-2010,Retail,9999 Yrs From 01/01/1980,Resale,15,42,428769,Central Region,Marine Parade
FRANKEL ESTATE,97/97A Frankel Avenue ,211,Land,3050000,14476,1345,17-AUG-2010,Shop House,Freehold,Resale,15,45,458222,East Region,Bedok
SEASIDE PARK,15 Jalan Saudara Ku ,88,Strata,990000,11250,1045,17-AUG-2010,Shop House,999 Yrs From 01/01/1965,Resale,15,45,457451,East Region,Bedok
COSTA RHU,7 Rhu Cross  #B1-03 ,55,Strata,545000,9909,921,25-AUG-2010,Retail,99 Yrs From 30/05/1994,Resale,15,43,437435,Central Region,Kallang
N.A.,130 East Coast Road ,134,Land,2100000,15672,1456,27-AUG-2010,Shop House,Freehold,Resale,15,42,428815,Central Region,Marine Parade
N.A.,263/263A/263B Joo Chiat Road ,153,Land,1880000,12304,1143,08-APR-2010,Shop House,Freehold,Resale,15,42,427517,Central Region,Geylang
N.A.,39 East Coast Road ,88,Land,1810000,20498,1904,16-APR-2010,Shop House,Freehold,Resale,15,42,428756,Central Region,Marine Parade
N.A.,152 Joo Chiat Road ,90,Strata,950000,10556,981,20-APR-2010,Shop House,Freehold,Resale,15,42,427430,Central Region,Geylang
ROXY SQUARE,50 East Coast Road  #01-14 ,27,Strata,380000,14074,1308,23-APR-2010,Retail,9999 Yrs From 08/02/2001,Resale,15,42,428769,Central Region,Marine Parade
N.A.,128/128A Tembeling Road ,192,Land,2581191,13423,1247,23-APR-2010,Shop House,Freehold,Resale,15,42,423638,Central Region,Geylang
FENARA COURT,3 Jalan Wakaff  #01-01 ,322,Strata,1900000,5901,548,28-APR-2010,Retail,Freehold,Resale,15,42,428233,East Region,Bedok
PARC ELEGANCE,11 Telok Kurau Road  #01-01 ,75,Strata,1130220,15070,1400,04-MAY-2010,Retail,Freehold,New Sale,15,42,423761,East Region,Bedok
SUITES@ KATONG,263 Tanjong Katong Road  #01-08 ,63,Strata,1258000,19968,1855,06-MAY-2010,Retail,Freehold,New Sale,15,43,437050,Central Region,Marine Parade
BRIGHT CENTRE,212 Telok Kurau Road  #01-214 ,163,Strata,1500000,9202,855,06-MAY-2010,Retail,Freehold,Resale,15,42,423835,East Region,Bedok
SUITES@ KATONG,263 Tanjong Katong Road  #01-07 ,48,Strata,1066000,22208,2063,06-MAY-2010,Retail,Freehold,New Sale,15,43,437050,Central Region,Marine Parade
SUITES@ KATONG,263 Tanjong Katong Road  #01-01 ,44,Strata,977000,22205,2063,12-MAY-2010,Retail,Freehold,New Sale,15,43,437050,Central Region,Marine Parade
N.A.,392 Joo Chiat Road ,85,Strata,1800000,21176,1967,13-MAY-2010,Shop House,Freehold,Resale,15,42,427624,Central Region,Marine Parade
SUITES@ KATONG,263 Tanjong Katong Road  #01-06 ,46,Strata,1020000,22174,2060,18-MAY-2010,Retail,Freehold,New Sale,15,43,437050,Central Region,Marine Parade
N.A.,329 Joo Chiat Road ,84,Land,1050000,12545,1165,19-MAY-2010,Shop House,Freehold,Resale,15,42,427586,Central Region,Marine Parade
N.A.,477 Joo Chiat Road ,120,Land,1700000,14131,1313,19-MAY-2010,Shop House,Freehold,Resale,15,42,427683,Central Region,Marine Parade
SUITES@ KATONG,263 Tanjong Katong Road  #01-03 ,56,Strata,1181000,21089,1959,19-MAY-2010,Retail,Freehold,New Sale,15,43,437050,Central Region,Marine Parade
SUITES@ KATONG,263 Tanjong Katong Road  #01-02 ,43,Strata,954000,22186,2061,20-MAY-2010,Retail,Freehold,New Sale,15,43,437050,Central Region,Marine Parade
N.A.,394 Joo Chiat Road ,85,Strata,1700000,20000,1858,20-MAY-2010,Shop House,Freehold,Resale,15,42,427626,Central Region,Marine Parade
N.A.,410 Joo Chiat Road ,96,Strata,1130000,11771,1094,25-MAY-2010,Shop House,Freehold,Resale,15,42,427636,Central Region,Marine Parade
KATONG MANSION,308 Telok Kurau Road ,96,Strata,1608302,16753,1556,31-MAY-2010,Shop House,Freehold,Resale,15,42,423858,East Region,Bedok
